time,AUT,AUTstd,Caspasea,Caspaseastd,bax,baxstd,Beclin1,Beclin1std
0,0.2,0.217747440273038,0.123140495867769,0.0305785123966942,0,0,0.265482233502538,0.0593908629441624
6,0.423890784982935,0.194880546075085,0.321900826446281,0.0772727272727273,0,0.0519390581717452,0.691878172588832,0.0786802030456853
12,0.637201365187713,0.227986348122867,0.403719008264463,0.0417355371900826,0.207756232686981,0.10387811634349,0.925380710659898,0.111167512690355
18,1.13617747440273,0.239590443686007,0.42603305785124,0.0491735537190083,1.14958448753463,0.678670360110803,1.1502538071066,0.144670050761421
24,0.373720136518771,0.280887372013652,0.77396694214876,0.0417355371900826,2.72853185595568,1.398891966759,0.73248730964467,0.221827411167513
48,0.132081911262799,0.106825938566553,1.02355371900826,0.0632231404958678,27.6454293628809,4.45983379501385,0.431472081218274,0.236548223350254
