time,caspasea,AUT
0,0.183473389355742,0.00490196078431373
2,0.150093370681606,0.084733893557423
8,0.206115779645191,0.0415499533146592
12,0.256769374416433,0.084733893557423
24,0.707516339869281,0.184873949579832
30,0.906629318394024,0.254901960784314
36,0.876517273576097,0.338468720821662
