time,caspasea,AUT
0,0.050186741363212,0.144957983193277
2,0.150093370681606,0.124183006535948
8,0.110177404295051,0.0415499533146592
12,0.130252100840336,0.0415499533146592
24,0.200046685340803,0.352007469654528
30,0.25,0.662231559290383
36,0.300420168067227,0.776143790849673
